browser_session_id	Referrer	LandingPage	SEARCH_TERM_FLAG	EXTERNAL_SEARCH_FLAG	INTERNAL_SEARCH_FLAG	Browser	OS	DayOfWeek	TimeofDay	TOS	NOP	Logged_in_status	ISP	QFF	CIS	SMARTPHONE	BRANDS	DEALS	PREPAID	RECHARGE	SIMCARD	NETWORK	BROADBAND	BUNDLE	HOMEPHONE	FIXEDLINE	PURCHASE_FLAG	geo_variable_region	device_details
3028331105597317-1365211416814	Google	PRODUCT	1	1	0	Safari	Mac	5	12	197	8	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	M
3028621182311326-1365042383085	Google	HOME	1	1	0	Chrome	Windows	3	13	316	3	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3028772015130951-1364954627192	OTHER	HOME	0	0	0	MSIE	Windows	2	13	63	2	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3029222059994936-1365151669707	OTHER	HOME	0	0	0	Safari	Mac	4	19	93	3	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3029380245134234-1365081647863	OPTUS	PRODUCT	0	0	0	Safari	Mac	4	0	1801	7	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	M
3029443000805631-1364796608147	Google	PRODUCT	0	0	0	MSIE	Windows	0	17	107	6	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	D
3029508305020533-1365137724796	Google	PRODUCT	1	1	0	Firefox	Windows	4	15	631	6	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	HOMEPHONE	OTHER	0	Victoria	D
3029544297605753-1364790275650	OTHER	HOME	0	0	0	Safari	Mac	0	15	1807	16	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3030218640805182-1364956692960	Google	PRODUCT	0	1	0	Firefox	Windows	2	13	204	8	0	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	BRANDS	OTHER	PREPAID	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	Victoria	D
3030455943662673-1365023302363	Google	PRODUCT	1	1	0	Safari	Mac	3	8	281	5	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	M
3030522631015628-1365132733749	OTHER	PRODUCT	0	0	0	Chrome	Windows	4	14	1951	26	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	Queensland	D
3031039687339216-1365214460460	OTHER	HOME	0	0	0	Safari	Mac	5	13	144	5	0	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3031053339807295-1365129545339	OTHER	HOME	0	0	0	MSIE	Windows	4	13	110	5	1	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3031188054010272-1364868062106	OTHER	HOME	0	0	0	Chrome	Windows	1	13	203	8	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3031191891059279-1364799963878	OTHER	PRODUCT	0	0	0	Safari	Mac	0	18	698	5	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	M
3032338151242584-1365076028159	Google	PRODUCT	1	1	0	Safari	Mac	3	22	301	3	0	Dodo Australia	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	M
3032928823959082-1365236905177	Google	HOME	1	1	0	Chrome	Windows	5	19	432	9	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	undefined	U
3032998767531316-1365294392442	Google	HOME	1	1	0	MSIE	Windows	6	11	399	11	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	Western Australia	U
3033735142089426-1365238410493	OPTUS	HOME	1	0	0	Chrome	Windows	5	19	12	3	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	U
3033823049627244-1365322550813	OPTUS	HOME	1	0	0	Chrome	Windows	6	19	114	5	1	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3034068748811181-1364863886694	OPTUS	HOME	0	0	0	MSIE	Windows	1	11	41	3	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
30343704770127-1364895785500	Google	HOME	1	1	0	MSIE	Windows	1	20	574	12	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3034777090470882-1365040689444	OptusZoo	OTHER	0	0	0	Firefox	Windows	3	12	18	2	0	iiNet Limited	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	D
3035226082430473-1364964663366	OTHER	PRODUCT	0	0	0	MSIE	Windows	2	15	66	2	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	Victoria	D
303656118625095-1364993960589	OTHER	HOME	0	0	0	Firefox	Windows	2	23	621	3	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3036832529408477-1365133087962	OTHER	HOME	0	0	0	MSIE	Windows	4	14	181	7	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3037080473262475-1365291062291	OTHER	HOME	0	0	0	MSIE	Windows	6	10	709	8	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
303774471860379-1365342152008	Google	PRODUCT	1	1	0	Safari	Mac	0	0	123	7	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	New South Wales	M
3037937316632240-1365296266707	OTHER	HOME	0	0	0	MSIE	Windows	6	11	71	3	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3038016867358237-1364867572276	OTHER	HOME	0	0	0	Chrome	Windows	1	12	100	3	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	U
3038081014528870-1365203239695	OTHER	HOME	0	0	0	Safari	Mac	5	10	1276	5	0	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3038281837876972-1365032833114	Google	HOME	1	1	0	MSIE	Windows	3	10	666	4	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3038372058667115-1364898212274	OTHER	HOME	0	0	0	MSIE	Windows	1	21	42	3	1	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3039128752425313-1364789346356	Google	PRODUCT	1	1	0	Safari	Mac	0	15	54	2	0	Vodafone Australia Pty.	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	M
3039148659445345-1365009208656	OTHER	HOME	0	0	0	Chrome	Mac	3	4	22	3	0	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3039773727866444-1364981082206	Google	HOME	1	0	0	Firefox	Windows	2	20	8874	4	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	DEALS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	South Australia	U
3040037404868194-1364872321258	Google	HOME	1	1	0	MSIE	Windows	1	14	409	6	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	DEALS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	South Australia	U
3040705390875003-1365102077031	OTHER	HOME	0	0	0	MSIE	Windows	4	6	1379	3	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3040921313222497-1364863671795	OTHER	HOME	0	0	0	Chrome	Windows	1	11	227	8	1	iiNet Limited	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	U
3040982484817505-1365124189095	OTHER	HOME	0	0	0	Chrome	Windows	4	12	29	2	1	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	U
3041199364233762-1364978406843	Google	PRODUCT	1	1	0	Safari	Mac	2	19	44	2	0	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	M
304121655003868-1365315005610	OTHER	HOME	0	0	0	Firefox	Windows	6	17	59	3	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	U
3041320122396191-1365149418087	Google	HOME	1	1	0	MSIE	Windows	4	19	42	3	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	U
3041409044526517-1365140474254	OTHER	PRODUCT	0	0	0	Chrome	Windows	4	16	325	3	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	D
3041469406765998-1364787857223	OTHER	HOME	0	0	0	MSIE	Windows	0	14	96	3	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
304242706974915-1365206396019	Google	HOME	1	1	0	MSIE	Windows	5	10	2498	8	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	0	Western Australia	U
3042699894867837-1365136279650	OTHER	PRODUCT	0	0	0	Chrome	Windows	4	15	1483	5	0	Vodafone Australia Pty.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	D
3043348563341416-1365134024711	OPTUS	PRODUCT	0	0	0	MSIE	Windows	4	14	339	12	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	D
3043550143724815-1365109086198	OTHER	HOME	0	0	0	MSIE	Windows	4	7	7594	3	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3043561993535463-1364869726304	OTHER	HOME	0	0	0	MSIE	Windows	0	19	315	3	0	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	U
304359968053177-1364886505303	Google	PRODUCT	1	1	0	Safari	Mac	1	18	53	3	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	M
3044186811894178-1364884722712	Google	OTHER	1	1	0	Chrome	Windows	1	17	80	2	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	South Australia	D
3044377586774421-1365304845054	Google	PRODUCT	1	0	0	Firefox	Windows	6	14	166	3	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	Queensland	D
3044399724767694-1365291571881	OTHER	HOME	0	0	0	MSIE	Windows	6	10	400	3	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3044718978926539-1364765269544	Google	HOME	1	1	0	Safari	Mac	0	8	63	3	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	U
3045259774662554-1364917853696	Google	PRODUCT	1	1	0	Safari	Mac	2	2	85	4	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	0	Victoria	M
3045735263731330-1365057740696	OTHER	HOME	0	0	0	Chrome	Windows	3	17	528	15	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3045888512659188-1365314275070	OTHER	HOME	0	0	0	MSIE	Windows	6	16	1084	9	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	U
3046045785304159-1365149152076	OTHER	HOME	0	0	0	Chrome	Windows	4	19	28	2	0	Dodo Australia	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	0	undefined	U
3046397799625993-1364854207751	OTHER	HOME	0	0	0	Chrome	Windows	1	9	8	2	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3046798789873719-1365127395864	Google	HOME	0	0	0	Chrome	Mac	4	12	1139405	14	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3046965341303067-1365128509992	OTHER	HOME	0	0	0	MSIE	Windows	4	13	352	3	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3047026339918375-1365243488209	OTHER	PRODUCT	0	0	0	Chrome	Windows	5	21	455	7	1	iiNet Limited	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	D
3047041712226155-1364901341624	OTHER	OTHER	0	0	0	Firefox	Windows	1	22	1762	11	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	PREPAID	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	D
3047234665588074-1365050570892	OTHER	PRODUCT	0	0	0	MSIE	Windows	3	15	525	9	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	D
3048047857250444-1365305759491	Google	HOME	1	0	0	MSIE	Windows	6	14	32	3	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3048280334406666-1365326235250	OTHER	HOME	0	0	0	MSIE	Windows	6	20	275	7	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	U
3048304114490747-1364872159845	Google	PRODUCT	1	1	0	Safari	Mac	1	14	347	11	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	M
3048307687064606-1364864574281	OTHER	HOME	0	0	0	Firefox	Windows	1	12	3854	46	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	U
3048584323377602-1365117282658	Google	PRODUCT	1	1	0	MSIE	Windows	4	10	266	8	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	D
3048985661007464-1364964838826	Google	HOME	1	1	0	Safari	Mac	2	15	10	2	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Australian Capital Territory	U
3049140267539769-1364877552840	OTHER	HOME	0	0	0	Chrome	Windows	1	15	8657	11	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3049143895041197-1365143839098	OTHER	PRODUCT	0	0	0	Safari	Mac	4	17	1259	12	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	M
3049442051780731-1365039233652	Google	HOME	1	1	0	MSIE	Windows	3	12	116	5	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	South Australia	U
304945439680266-1364848125611	Google	HOME	1	1	0	Firefox	Windows	1	7	39	3	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3049491820029851-1365133260033	Google	HOME	1	1	0	MSIE	Windows	4	14	84	6	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3049909377521946-1364804452394	OTHER	HOME	0	0	0	Firefox	Windows	0	19	98	2	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	U
3049987163394689-1365072484287	Google	HOME	1	1	0	Chrome	Windows	3	21	473	17	1	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3050241031280184-1365125592631	OPTUS	PRODUCT	0	0	0	Firefox	Windows	4	12	218	10	0	iiNet Limited	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	HOMEPHONE	OTHER	0	Tasmania	D
3050296938833990-1365154629281	OTHER	HOME	0	0	0	MSIE	Windows	4	20	1510	3	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3050520848340635-1364906818454	OPTUS	HOME	1	1	0	MSIE	Windows	1	23	229	11	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3051573852144486-1364798310702	OTHER	HOME	0	0	0	MSIE	Windows	0	17	59	3	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3051889468915760-1365050798783	Google	HOME	1	1	0	Chrome	Windows	3	15	16	2	0	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3052326700712195-1365306126142	OTHER	PRODUCT	0	0	0	MSIE	Windows	6	14	1876	3	0	Dodo Australia	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	Queensland	D
3052678601816296-1365076534043	OTHER	HOME	0	0	0	Chrome	Mac	3	22	1619649	38	1	iiNet Limited	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3053163796860988-1364841437118	OptusMail	HOME	0	0	0	Firefox	Windows	1	5	140	4	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	U
3053178938571363-1365067890006	Google	HOME	1	1	0	Chrome	Windows	3	20	1	2	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	U
3053327633533627-1364901768855	OTHER	HOME	0	0	0	Chrome	Windows	1	22	399	6	1	Dodo Australia	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3054354785263879-1364770022698	OTHER	HOME	0	0	0	MSIE	Windows	0	9	6943	2	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	South Australia	U
3054377398408596-1365111500009	OTHER	HOME	0	0	0	Firefox	Windows	4	8	22	3	1	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	U
3054857479134987-1365206362686	OTHER	PRODUCT	0	1	0	MSIE	Windows	5	10	119128	7	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	New South Wales	D
3054891470819711-1365127881611	Google	PRODUCT	1	1	0	Safari	Mac	4	13	9450	7	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	Victoria	M
3055015348213151-1365069249110	OTHER	HOME	0	0	0	Firefox	Windows	3	20	99	3	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Victoria	U
3055351070843844-1364882794503	OTHER	HOME	0	0	0	MSIE	Windows	1	17	73	2	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3055457123555243-1364894067071	OTHER	HOME	0	0	0	Safari	Mac	1	20	335	7	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	U
3056055951321352-1365045502878	OPTUS	PRODUCT	0	0	0	Firefox	Windows	3	14	271	4	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	New South Wales	D
3056359079236050-1364944432804	OptusZoo	PRODUCT	0	0	0	Firefox	Windows	2	10	514	15	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	DEALS	OTHER	OTHER	SIMCARD	OTHER	BROADBAND	OTHER	OTHER	OTHER	0	Victoria	D
3056606086902320-1365324249372	OTHER	HOME	0	0	0	Safari	Mac	6	19	1029	2	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Queensland	U
3056824003273115-1364877772093	OTHER	HOME	0	1	0	MSIE	Windows	1	15	265	4	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	New South Wales	U
3056878905701773-1364965046066	OTHER	HOME	0	0	0	MSIE	Windows	2	15	10060	7	1	OTHER	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Western Australia	U
3057471048086881-1365236857542	OTHER	HOME	0	0	0	Chrome	Windows	5	19	222	5	0	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Australian Capital Territory	U
3057975110132247-1365054261265	OTHER	HOME	0	0	0	Safari	Mac	3	16	84842	2	0	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	U
3057998550260434-1364884787503	Google	HOME	1	1	0	MSIE	Windows	1	17	359	13	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	0	Victoria	U
3058667504340594-1364953177842	OptusZoo	HOME	1	1	0	MSIE	Windows	2	12	27	3	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	Western Australia	U
3058799500577152-1365230958524	Google	HOME	0	0	0	Chrome	Windows	5	17	58	3	1	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	0	undefined	U
