browser_session_id	Referrer	LandingPage	SEARCH_TERM_FLAG	EXTERNAL_SEARCH_FLAG	INTERNAL_SEARCH_FLAG	Browser	OS	DayOfWeek	TimeofDay	TOS	NOP	Logged_in_status	ISP	QFF	CIS	SMARTPHONE	BRANDS	DEALS	PREPAID	RECHARGE	SIMCARD	NETWORK	BROADBAND	BUNDLE	HOMEPHONE	FIXEDLINE	PURCHASE_FLAG	geo_variable_region	device_details
0886170743306770-1364777743091	Google	PRODUCT	1	1	0	MSIE	Windows	0	11	2478	11	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Victoria	D
109019122319296-1365228154684	Google	HOME	1	1	0	Safari	Mac	5	17	15837	46	1	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	BRANDS	DEALS	OTHER	OTHER	SIMCARD	OTHER	BROADBAND	OTHER	HOMEPHONE	OTHER	1	undefined	U
1168029471649313-1365053187307	OTHER	HOME	0	0	0	Firefox	Windows	3	16	591	15	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
1175976004451513-1362238824887	OTHER	HOME	0	0	0	Chrome	Windows	1	12	1841985	55	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	HOMEPHONE	OTHER	1	Victoria	U
1212835393380373-1364848484261	Google	PRODUCT	0	0	0	Chrome	Windows	0	12	825	5	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
1224710748315451-1365127523056	Google	HOME	1	1	0	MSIE	Windows	4	13	547	9	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
1297574720811098-1364886622438	OTHER	HOME	0	0	0	Chrome	Windows	1	18	450	8	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
1321549242400279-1365357399259	OPTUS	HOME	1	1	0	MSIE	Windows	0	4	1108	7	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
1539629313144295-1364868119835	OPTUS	PRODUCT	0	0	0	MSIE	Windows	1	13	2982	20	0	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	D
1583901208359748-1364997307554	Google	HOME	0	0	0	Chrome	Windows	3	0	881	8	0	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
1683655430432000-1365112330414	OPTUS	PRODUCT	0	0	0	MSIE	Windows	4	8	4227	20	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	D
1729714225511998-1365139623636	OTHER	HOME	0	0	0	Chrome	Windows	4	16	353	9	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	U
1745805831160396-1365336446988	OTHER	OTHER	0	1	0	Safari	Mac	6	23	1892	22	0	Primus Telecommunications	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	M
1752835607621818-1365298300130	OTHER	HOME	0	0	0	Chrome	Windows	5	20	1044827	43	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	U
1825469222864692-1365122987553	OTHER	PRODUCT	0	1	0	MSIE	Windows	4	11	7642	27	1	OTHER	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
1872130733675499-1365039480847	Google	HOME	1	0	0	Firefox	Windows	3	12	960	16	1	Optus	OTHER	OTHER	OTHER	OTHER	DEALS	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
1897598153445869-1364805707679	OTHER	OTHER	0	0	0	Safari	Mac	0	19	879	5	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	M
1910908287391066-1365138287092	Google	HOME	0	0	0	Chrome	Windows	4	16	1438	15	0	Vodafone Australia Pty.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	undefined	U
1968201813256949-1364900340409	OTHER	PRODUCT	0	0	0	Firefox	Windows	1	21	1258	12	0	Vodafone Australia Pty.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	HOMEPHONE	OTHER	1	Queensland	D
1970174865222794-1365054930087	OPTUS	PRODUCT	0	0	0	MSIE	Windows	3	16	1011	52	0	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
2050867592915892-1365243813090	OTHER	PRODUCT	0	0	0	Chrome	Windows	5	21	1213	6	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	D
2138400021940469-1365108770450	Google	PRODUCT	1	1	0	Safari	Mac	4	7	600	7	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	M
2150194256100803-1365192574606	OTHER	HOME	0	0	0	Chrome	Windows	5	7	352	5	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
2211134027429931-1364897770936	OPTUS	PRODUCT	0	0	0	Firefox	Windows	1	21	4008	26	0	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	undefined	D
2214963249862194-1365108091242	OTHER	PRODUCT	0	0	0	Safari	Mac	4	7	1102	10	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	M
2222491002175957-1364831433630	OTHER	OTHER	0	0	0	Safari	Mac	1	2	16375	6	0	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	M
2233695876784622-1364947754438	OTHER	HOME	0	0	0	Chrome	Windows	1	19	1189	11	0	Vodafone Australia Pty.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Queensland	U
2268216477241367-1364947972430	Google	HOME	1	1	0	Safari	Mac	2	11	3212	17	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Victoria	U
2306658081986884-1365220795576	Google	HOME	1	0	0	Firefox	Mac	5	14	2758	25	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Queensland	U
2360388073401179-1365061278306	Google	PRODUCT	0	1	0	MSIE	Windows	3	18	4618	27	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Victoria	D
2380097790155559-1364973343587	Google	HOME	0	0	0	Chrome	Windows	2	18	74143	23	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Victoria	U
2421465844370208-1364868630448	OPTUS	HOME	1	1	0	MSIE	Windows	1	13	1859	35	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	South Australia	U
2439464074559509-1364904832676	OPTUS	PRODUCT	0	0	0	Safari	Mac	1	23	40525	14	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	SIMCARD	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	undefined	M
2439749268814921-1365243273217	OTHER	PRODUCT	0	0	0	Safari	Mac	5	21	507	5	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	M
2469144941231422-1365062237904	Google	HOME	1	1	0	MSIE	Windows	3	18	2354	36	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	U
2508566516853858-1364950497400	OPTUS	HOME	1	0	0	MSIE	Windows	2	11	691	16	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
2562241429254889-1365025479218	Google	PRODUCT	1	1	0	MSIE	Windows	3	8	5360	16	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	New South Wales	D
2584753264673054-1353480094593	OTHER	PRODUCT	0	0	0	Chrome	Mac	4	14	357697	37	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	M
2617075480520725-1362651117093	OTHER	PRODUCT	0	0	0	Chrome	Windows	4	16	279515	87	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
2797678009449886-1364779334801	OTHER	HOME	0	1	0	MSIE	Windows	0	12	11565	16	0	Vodafone Australia Pty.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	HOMEPHONE	OTHER	1	undefined	U
2798269395716488-1364942652887	OPTUS	HOME	1	1	0	Safari	Mac	2	9	90791	22	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
2807116154581308-1365031752609	Google	HOME	1	1	0	Safari	Mac	3	10	2040	8	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
2934061952400952-1364796021099	Google	PRODUCT	1	1	0	Safari	Mac	0	17	1739	12	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Victoria	M
2988477642647922-1365333766813	OTHER	HOME	0	0	0	Chrome	Windows	6	22	5125	10	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	U
3027219048707897-1364911911867	OTHER	HOME	0	0	0	MSIE	Windows	2	1	183	7	0	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	HOMEPHONE	OTHER	1	Victoria	U
3032456464134156-1364892351131	OTHER	HOME	0	1	0	Safari	Mac	1	19	1278	19	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	HOMEPHONE	OTHER	1	undefined	U
3039550906978547-1365209817361	OTHER	OTHER	0	0	0	Chrome	Windows	5	11	770	7	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
3059526241850108-1365167200422	OTHER	HOME	0	0	0	Chrome	Windows	5	0	2462	37	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
3170669622075256-1365312316329	OTHER	PRODUCT	0	0	0	MSIE	Windows	6	16	2681	12	0	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	undefined	D
3203837304270136-1365340341499	OTHER	HOME	0	0	0	Firefox	Windows	0	0	2440	26	0	Dodo Australia	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
3221777989462221-1364793699262	OTHER	HOME	0	0	0	MSIE	Windows	0	16	1675	14	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
3234351605642587-1361753656117	OTHER	HOME	0	0	0	Chrome	Windows	2	19	520802	56	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	U
3511383696459234-1365050270888	OTHER	OTHER	0	0	0	Safari	Mac	3	15	692	4	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	M
3539142814933955-1364507261549	OPTUS	PRODUCT	0	1	0	Firefox	Windows	0	14	66322	8	0	Vodafone Australia Pty.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
3574661405291408-1364982042086	OTHER	HOME	0	0	0	Chrome	Windows	2	20	2591	16	0	Exetel	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	U
3609720652457326-1364972960302	OPTUS	PRODUCT	0	0	0	Chrome	Windows	2	18	540154	27	0	Vodafone Australia Pty.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	BROADBAND	OTHER	OTHER	OTHER	1	undefined	D
3664624039083719-1364901337917	OTHER	HOME	0	0	0	Chrome	Windows	1	22	6209	24	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Victoria	U
3690261310405673-1364969338595	OPTUS	PRODUCT	0	0	0	Firefox	Windows	2	17	284	4	1	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
3784801562586293-1365041574918	OTHER	HOME	0	0	0	Firefox	Windows	3	13	2914	15	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	U
3810875727795064-1364958102191	OTHER	HOME	0	0	0	Chrome	Windows	2	14	3155	24	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	undefined	U
3891117582193165-1364965101031	Google	HOME	1	1	0	MSIE	Windows	2	15	604	13	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
3919895896688103-1364871992607	OTHER	OTHER	0	0	0	Safari	Mac	1	14	109	2	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	M
4027342502959072-1365120287200	Google	HOME	1	1	0	Safari	Mac	4	11	627	5	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
4135322894584928-1365044832985	OTHER	PRODUCT	0	0	0	MSIE	Windows	3	14	22695	28	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Victoria	D
4168652251742316-1365378778662	OPTUS	PRODUCT	0	0	0	MSIE	Windows	0	10	12594	16	1	Dodo Australia	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
4188629493582994-1364779526664	OTHER	PRODUCT	0	0	0	Chrome	Windows	0	12	429	7	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	Queensland	D
4246742138285125-1365334552738	OTHER	PRODUCT	0	0	0	MSIE	Windows	6	22	3000	10	1	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BUNDLE	OTHER	OTHER	1	undefined	D
4246963709592819-1364798261222	Google	HOME	1	1	0	Chrome	Windows	0	17	2305	32	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	U
4292141193986554-1364894264710	OPTUS	HOME	0	0	0	Firefox	Windows	1	20	234	6	0	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
4326661716409856-1365211380616	Google	PRODUCT	1	1	0	MSIE	Windows	5	12	836	18	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
4351358029525727-1364765787204	OTHER	HOME	0	0	0	Safari	Mac	0	8	8927	40	1	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	U
435226316928731-1364948351028	OptusZoo	PRODUCT	0	0	0	MSIE	Windows	2	11	2370	15	0	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
4482138359453529-1365110321264	OTHER	HOME	0	0	0	Chrome	Windows	4	8	437224	70	1	Internode	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
4485751357860863-1365221070580	Google	HOME	0	0	0	Chrome	Windows	5	15	8090	18	0	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	DEALS	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	U
4515159511203282-1364788943820	Google	PRODUCT	1	1	0	MSIE	Windows	0	15	1592	23	0	Internode	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
4540875105843627-1364951869033	Google	PRODUCT	1	0	0	Firefox	Windows	2	12	1291	11	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	D
4595523460302502-1365028637533	OTHER	HOME	0	0	0	Chrome	Mac	3	9	25381	22	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
4655539018567651-1365047490902	Google	PRODUCT	0	0	0	Chrome	Windows	3	14	2927	31	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	RECHARGE	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Queensland	D
4686490523163229-1364893579665	OPTUS	OTHER	0	0	0	Safari	Mac	1	20	713	4	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	M
4689470918157857-1364970223417	OPTUS	HOME	0	0	0	Firefox	Windows	2	17	291	6	0	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
4744895191397518-1364424764605	Google	PRODUCT	0	0	0	Chrome	Windows	1	16	2075809	68	1	Dodo Australia	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
4756191673222929-1364955000823	Google	PRODUCT	0	1	0	Safari	Mac	2	13	2729	37	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	undefined	M
4770028812345117-1364880177276	Google	HOME	1	1	0	Safari	Mac	1	16	1055	16	1	Dodo Australia	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
4898511085272377-1364958923126	Google	HOME	1	1	0	MSIE	Windows	2	14	1403	30	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
5104671572335064-1364859327771	OTHER	HOME	0	0	0	Safari	Mac	1	10	1726	19	0	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	DEALS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
5130420872010291-1364904732445	Google	PRODUCT	0	1	0	Chrome	Windows	1	23	2468	47	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	D
5205143380444497-1364854340948	OTHER	PRODUCT	0	0	0	Chrome	Windows	1	9	913	8	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
5277919939253479-1364936264421	OTHER	PRODUCT	0	0	0	Chrome	Windows	2	8	2690	11	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Victoria	D
530937383036083-1365001431815	OTHER	HOME	0	0	0	Firefox	Windows	3	2	166	8	1	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
5348944561555982-1365029663574	Google	HOME	0	0	0	Chrome	Windows	3	9	3753	25	0	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	New South Wales	U
5377045019140083-1365247457109	Google	HOME	1	0	0	Firefox	Windows	5	22	1198	9	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
5419709476869814-1364949525291	Google	PRODUCT	1	0	0	Firefox	Windows	2	11	680205	34	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Victoria	D
5434151096790794-1365039650274	OPTUS	HOME	1	1	0	Firefox	Windows	3	12	169	3	1	Primus Telecommunications	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
5494644208811224-1364863607869	OTHER	OTHER	0	0	0	Chrome	Windows	1	11	39138	44	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	D
5538094558250789-1364970123076	OPTUS	PRODUCT	0	0	0	Firefox	Windows	2	17	1321	19	1	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
5659663543545743-1365054805691	Google	PRODUCT	1	1	0	MSIE	Windows	3	16	1003	26	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	DEALS	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
569263236191598-1365002153492	OTHER	HOME	0	0	0	Firefox	Windows	3	2	249	12	0	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
5710477621760219-1365067396523	OPTUS	OTHER	0	0	0	Chrome	Mac	3	20	562	2	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	M
5746901382226497-1364780259762	OTHER	HOME	0	0	0	Chrome	Mac	0	12	3432	9	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	U
5864436964914004-1365115439414	OPTUS	PRODUCT	0	0	0	Firefox	Windows	4	9	24046	41	1	Optus	OTHER	OTHER	SMARTPHONE	BRANDS	DEALS	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
5874731480143964-1365300433595	OTHER	PRODUCT	0	0	0	Safari	Mac	6	13	16516	20	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	M
5912487042241457-1364877343350	OTHER	OTHER	0	0	0	MSIE	Windows	1	15	5488	39	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
